Primary,2024,2025,2026,2027,2028,2029,2030,2031,2032,2033,2034,2035,2036,2037,2038,2039,2040,2041,2042,2043,2044,2045,2046,2047,2048,2049,2050,2051
Bramhall,8.438792467,13.59805191,16.23453953,19.03238751,22.03382604,24.87420045,28.03214668,32.37031239,37.1104236,42.16566895,47.43929661,53.36758092,59.42991409,65.76714217,72.78191315,79.48012447,85.69745379,90.21206195,94.21495005,98.61675674,103.8535817,108.7483349,112.7767674,115.4176466,117.8756037,120.313999,122.4335992,122.5083439
Bridgewater,3.977620363,6.421239082,7.686759744,9.034921781,10.48655641,11.86694012,13.4039651,15.51764316,17.83947295,20.31955408,22.90764812,25.81397879,28.79612106,31.91037818,35.34357538,38.60599018,41.63205249,43.82944699,45.77307042,47.90242216,50.42974908,52.8075846,54.75436848,56.02558678,57.20625697,58.37570831,59.38880962,59.40867173
Brinksway,11.21379634,17.83977958,21.02427855,24.3258905,27.78969516,30.95161957,34.40731997,39.18494626,44.29568999,49.61701714,55.02073392,60.99438937,66.91857866,72.94271768,79.49264056,85.46503155,90.70202418,93.95546278,96.53197978,99.37516518,102.896873,105.9084108,107.9254269,108.5018499,108.8201281,109.0375865,108.889087,106.8848591
Broadheath,31.25554169,49.82895373,58.86235237,68.24420495,78.08440455,87.10127449,96.94906056,110.5353277,125.0965268,140.3160029,155.7852089,172.9068349,189.899645,207.1990094,226.0597919,243.3176053,258.5068683,268.0512647,275.6769306,284.0846776,294.4436291,303.3351982,309.3924511,311.3195511,312.5014705,313.3887473,313.2182614,307.699007
Broadway,8.351038244,13.49019744,16.15848498,19.00436479,22.07045062,24.97959974,28.20884433,32.63664588,37.485962,42.63787724,47.98376848,53.96699935,60.08980293,66.46183337,73.46861515,80.09419351,86.22772495,90.64817993,94.54825491,98.83360508,103.9458267,108.6883471,112.5586817,115.0344734,117.3205134,119.5799931,121.5160689,121.4194212
Buckshaw,6.847782746,10.926066,12.91134547,14.97656333,17.14767983,19.13536582,21.30614748,24.29906318,27.50511623,30.84852557,34.24606192,37.9976038,41.72122555,45.50822837,49.62771043,53.37948451,56.66961318,58.71594887,60.33584698,62.11855429,64.32093263,66.22079072,67.49149782,67.86120936,68.0692171,68.21389541,68.12934512,66.88327407
Burnley,7.263950143,11.71080227,13.9922695,16.41088611,18.99923359,21.44514493,24.1584353,27.89066737,31.96979222,36.31721362,40.84948523,45.9402573,51.13850233,56.56249676,62.56111035,68.27779728,73.57317569,77.39854222,80.77380898,84.48150395,88.89220912,93.01575284,96.38493007,98.56248061,100.5791708,102.5746944,104.2942305,104.2694212
Burnley Centre,25.78655243,41.60739399,49.76441178,58.41469584,67.67718536,76.44253947,86.17068085,99.54454067,114.1700608,129.7658415,146.0355256,164.3189993,182.9978854,202.4975766,224.0678707,244.6430353,263.7179769,277.5322626,289.7355101,303.1336253,319.0591839,333.967075,346.1679934,354.0917225,361.438629,368.7103493,374.9906017,374.9977639
Burnley North,6.182391623,9.972983074,11.92449315,13.99380655,16.20920425,18.30480273,20.6302561,23.82773323,27.32384973,31.05131055,34.9390725,39.30741211,43.76955687,48.42710002,53.57887119,58.49164938,63.04507551,66.34027249,69.2501664,72.4454739,76.24446201,79.7993372,82.70728966,84.59314457,86.34111912,88.07107092,89.56415687,89.55904546
Burrow Beck,12.10423345,19.55119634,23.41516897,27.53569363,31.97471453,36.18624858,40.86106895,47.27159793,54.29193772,61.75108478,69.49256022,78.15787361,87.0249313,96.25354088,106.4031519,116.0026122,124.8885419,131.2923711,136.941623,143.1487336,150.5527891,157.4249719,163.0326325,166.6206748,169.9341164,173.209325,176.0163191,175.8790831
